DisplayName,NewApp
Mozilla Firefox 60.0.1 (x64 en-US),Mozilla Firefox
Mozilla Firefox 60.0.2 (x64 en-US),Mozilla Firefox
Mozilla Firefox 60.0.2 (x86 en-US),Mozilla Firefox
Mozilla Firefox 60.2.1 ESR (x86 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.2.2 ESR (x64 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.3.0 ESR (x64 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.3.0 ESR (x86 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.4.0 ESR (x64 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.4.0 ESR (x86 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.5.0 ESR (x64 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.5.0 ESR (x86 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.5.1 ESR (x64 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.5.1 ESR (x86 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.5.2 ESR (x64 en-US),Mozilla Firefox ESR
Mozilla Firefox 60.5.2 ESR (x86 en-US),Mozilla Firefox ESR
Mozilla Firefox 61.0 (x64 en-US),Mozilla Firefox
Mozilla Firefox 61.0.1 (x64 en-US),Mozilla Firefox
Mozilla Firefox 61.0.1 (x64 zh-CN),Mozilla Firefox
Mozilla Firefox 61.0.2 (x64 en-US),Mozilla Firefox
Mozilla Firefox 62.0 (x64 en-US),Mozilla Firefox
Mozilla Firefox 62.0.2 (x64 en-US),Mozilla Firefox
Mozilla Firefox 62.0.3 (x64 en-US),Mozilla Firefox
Mozilla Firefox 63.0 (x64 en-US),Mozilla Firefox
Mozilla Firefox 63.0.1 (x64 en-US),Mozilla Firefox
Mozilla Firefox 63.0.1 (x86 en-US),Mozilla Firefox
Mozilla Firefox 63.0.3 (x64 en-US),Mozilla Firefox
Mozilla Firefox 64.0 (x64 en-US),Mozilla Firefox
Mozilla Firefox 64.0 (x86 en-US),Mozilla Firefox
Mozilla Firefox 64.0.2 (x64 en-US),Mozilla Firefox
Mozilla Firefox 64.0.2 (x64 zh-CN),Mozilla Firefox
Mozilla Firefox 65.0 (x64 en-US),Mozilla Firefox
Mozilla Firefox 65.0 (x86 en-US),Mozilla Firefox
Mozilla Firefox 65.0.1 (x64 en-US),Mozilla Firefox
Mozilla Firefox 65.0.1 (x86 en-US),Mozilla Firefox
Mozilla Firefox 66.0 (x64 en-US),Mozilla Firefox
Mozilla Firefox 7.0.1 (x86 en-US),Mozilla Firefox
Mozilla Firefox 8.0 (x86 en-US),Mozilla Firefox
Mozilla Firefox 8.0.1 (x86 en-US),Mozilla Firefox
Mozilla Thunderbird (3.1.3),Mozilla Thunderbird
Mozilla Thunderbird (8.0),Mozilla Thunderbird
Mozilla Thunderbird 10.0.2 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 17.0.8 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 31.5.0 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 45.5.1 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 52.0.1 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 52.4.0 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 52.9.1 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 60.0 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 60.3.0 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 60.5.0 (x86 en-US),Mozilla Thunderbird
Mozilla Thunderbird 60.5.1 (x86 en-US),Mozilla Thunderbird
MyITLab,MyITLab2013
MyItLab Office 2013 Launch Tool,MyITLab2013
myitlab Plug-in/ActiveX Installer,MyITLab2013
MyITLab2013,MyITLab2013
nanoCAD 5.0,nanoCAD x64 Pro 8.5
nanoCAD x64 Pro 8.5,nanoCAD x64 Pro 8.5
NetBeans IDE 8.0.2,Netbeans
NetBeans IDE 8.2,Netbeans
NetLogo 5.1.0,NetLogo 6.0.4
NetLogo 5.2.0,NetLogo 6.0.4
NetLogo 5.2.1,NetLogo 6.0.4
NetLogo 5.3.1,NetLogo 6.0.4
NetLogo 6.0.1,NetLogo 6.0.4
NetLogo 6.0.2,NetLogo 6.0.4
NetLogo 6.0.4,NetLogo 6.0.4
Nmap 5.61-Spiceworks,Nmap
Nmap 6.46,Nmap
Nmap 6.47,Nmap
Nmap 6.49BETA5,Nmap
Nmap 7.00,Nmap
Nmap 7.10,Nmap
Nmap 7.30,Nmap
Nmap 7.40,Nmap
Nmap 7.60,Nmap
Nmap 7.70,Nmap
Notepad++,Notepad++
Notepad++ (32-bit x86),Notepad++
Notepad++ (64-bit x64),Notepad++
Notepad++ (VMware ThinApp),Notepad++
NUTS,NUTS
NUTS (Rev.050712) for the Eft NMR Spectrometer,NUTS
NUTS (Rev.060106) for the Eft NMR Spectrometer,NUTS
Nvidia Cuda Toolkit,Cuda Toolkit
NVIDIA CUDA Toolkit 6.5,Cuda Toolkit
NVIDIA CUDA Toolkit 7.0,Cuda Toolkit
NVIDIA CUDA Toolkit 7.5,Cuda Toolkit
Octave,Octave
Octave 4.0.2,Octave
Octave 4.2.1,Octave
Octave 4.4.1,Octave
Old App,New App
OpendTect,OpendTect
OpendTect 6.0,OpendTect
OpendTect 6.4,OpendTect
OpenOffice 4.1.1,Office 2019 Installer x64
OpenOffice 4.1.4,Office 2019 Installer x64
OpenOffice 4.1.5,Office 2019 Installer x64
OpenOffice.org 3.4.1,Office 2019 Installer x64
Opera 12.01,Opera Browser
Opera 12.16,Opera Browser
Opera 12.17,Opera Browser
Opera Stable 56.0.3051.104,Opera Browser
Opera Stable 56.0.3051.116,Opera Browser
Opera Stable 57.0.3098.116,Opera Browser
Opera Stable 58.0.3135.65,Opera Browser
Opera Stable 58.0.3135.68,Opera Browser
Oracle VM VirtualBox 4.2.16,Virtual Box
Oracle VM VirtualBox 4.3.12,Virtual Box
Oracle VM VirtualBox 4.3.20,Virtual Box
Oracle VM VirtualBox 4.3.26,Virtual Box
Oracle VM VirtualBox 5.0.12,Virtual Box
Oracle VM VirtualBox 5.1.12,Virtual Box
Oracle VM VirtualBox 5.1.14,Virtual Box
Oracle VM VirtualBox 5.1.2,Virtual Box
Oracle VM VirtualBox 5.1.22,Virtual Box
Oracle VM VirtualBox 5.1.6,Virtual Box
Oracle VM VirtualBox 5.2.10,Virtual Box
Oracle VM VirtualBox 5.2.12,Virtual Box
Oracle VM VirtualBox 5.2.16,Virtual Box
Oracle VM VirtualBox 5.2.22,Virtual Box
Oracle VM VirtualBox 5.2.8,Virtual Box
Oracle VM VirtualBox 6.0.2,Virtual Box
Oracle VM VirtualBox 6.0.4,Virtual Box
Orcad,OrCAD pSpice
Overwatch,Overwatch LIDAR Analyst v5.2.0.7 for ArcGIS
Overwatch LIDAR Analyst v5.2.0.4 for ArcGIS,Overwatch LIDAR Analyst v5.2.0.7 for ArcGIS
Overwatch LIDAR Analyst v5.2.0.7 for ArcGIS,Overwatch LIDAR Analyst v5.2.0.7 for ArcGIS
paint.net,paint.net
Paint.NET v3.5.10,paint.net
Paint.NET v3.5.8,paint.net
Panopto (64-bit),Panopto Remote Recorder (64 bit)
Panopto Remote Recorder (64 bit),Panopto Remote Recorder (64 bit)
Paradigm 17 Applications,Paradigm
PASCO Capstone,PASCO Capstone
Perform 3d,Perform 3d
PERFORM-3D,Perform 3d
PERFORM-3D 5,Perform 3d
PerkinElmer ChemDraw Professional 16.0,PerkinElmer ChemDraw Professional 17.1
PerkinElmer ChemDraw Professional 17.1,PerkinElmer ChemDraw Professional 17.1
Petrel 2017 (64-bit),Petrel
Petrel 2018 (64-bit),Petrel
Phreeqc Interactive 3.4.0-12927,Phreeqc Interactive 3.4.0-12927
PicoScope 6,Picoscope
Planswft,Planswft
PlanSwift Professional 10.1,Planswift
PointScape,PointScape
PowerLog 4.3.1,Powerlog
Powerlog 9.6 (64 bit),Powerlog
PowerLog 9.6.0 Standalone (64-bit),Powerlog
PowerLog 9.7.2 Standalone (64-bit),Powerlog
Premier Literacy Suite,Literacy Productivity Pack
Premier Literacy Suite 32 Bit,Literacy Productivity Pack
Premier Literacy Suite 64 Bit,Literacy Productivity Pack
Premier Tools,Literacy Productivity Pack
Premiere Pro,Adobe Premiere Pro
Primavera P6,Primavera P6
Primavera P6 Professional (x64),Primavera P6
PS CS6 v13.0.1.1 U,Adobe Photoshop
PS CS6 v13.0.1.1 x64,Adobe Photoshop
PS CS6 v13.0.1.3 U,Adobe Photoshop
PS CS6 v13.0.1.3 x64,Adobe Photoshop
PSpice,OrCAD pSpice
PTC Mathcad Prime 3.0,PTC Mathcad Prime 4.0
PTC Mathcad Prime 3.1,PTC Mathcad Prime 4.0
PTC Mathcad Prime 4.0,PTC Mathcad Prime 4.0
PTC Mathcad Prime 5.0.0.0,PTC Mathcad Prime 4.0
PTV Vissim 7,VISSIM
PTV Vistro 3,VISSIM
PTV Visum 14,VISSIM
PuTTY,PuTTY
PuTTY release 0.64,PuTTY
PuTTY release 0.65,PuTTY
PuTTY release 0.66,PuTTY
PuTTY release 0.67,PuTTY
PuTTY release 0.68,PuTTY
PuTTY release 0.68 (64-bit),PuTTY
PuTTY release 0.69 (64-bit),PuTTY
PuTTY release 0.70,PuTTY
PuTTY release 0.70 (64-bit),PuTTY
PuTTY version 0.62,PuTTY
PuTTY version 0.63,PuTTY
PyScripter 2.6.0,PyScripter
PyScripter 3.4.1,PyScripter
Python,Python 2.7.1 (64-bit)
Python 2.7 (64-bit),Python 2.7.1 (64-bit)
Python 2.7.11,Python 2.7.1 (64-bit)
Python 2.7.12,Python 2.7.1 (64-bit)
Python 2.7.12 (64-bit),Python 2.7.1 (64-bit)
Python 2.7.13,Python 2.7.1 (64-bit)
Python 2.7.13rc1,Python 2.7.1 (64-bit)
Python 2.7.14,Python 2.7.1 (64-bit)
Python 2.7.14 (64-bit),Python 2.7.1 (64-bit)
Python 2.7.15 (64-bit),Python 2.7.1 (64-bit)
Python 2.7.3,Python 2.7.1 (64-bit)
Python 2.7.3 (64-bit),Python 2.7.1 (64-bit)
Python 2.7.5,Python 2.7.1 (64-bit)
Python 2.7.8,Python 2.7.1 (64-bit)
Python 2.7.8 (64-bit),Python 2.7.1 (64-bit)
Python 3.2.2,Python 2.7.1 (64-bit)
Python 3.4.0 (64-bit),Python 2.7.1 (64-bit)
Python 3.4.2,Python 2.7.1 (64-bit)
Python for Windows,Python for Windows
R for Windows 3.1.1,R Statistics
R for Windows 3.1.2,R Statistics
R for Windows 3.2.0,R Statistics
R for Windows 3.2.2,R Statistics
R for Windows 3.2.3,R Statistics
R for Windows 3.2.4 Revised,R Statistics
R for Windows 3.3.0,R Statistics
R for Windows 3.3.1,R Statistics
R for Windows 3.3.2,R Statistics
R for Windows 3.3.3,R Statistics
R for Windows 3.4.0,R Statistics
R for Windows 3.4.1,R Statistics
R for Windows 3.4.2,R Statistics
R for Windows 3.4.3,R Statistics
R for Windows 3.4.4,R Statistics
R for Windows 3.5.0,R Statistics
R for Windows 3.5.1,R Statistics
R for Windows 3.5.2,R Statistics
Revit 2013,Revit 2019
Revit 2015,Revit 2019
Revit 2017,Revit 2019
Revit 2018,Revit 2019
Revit 2019,Revit 2019
RISA,RISA 3D
Risa 3D,RISA 3D
RISA-3D 15.0,RISA 3D
RISA-3D 16.0,RISA 3D
RokDoc 6.4.3.169,RokDoc 6.5.2.224
RokDoc 6.5.2.224,RokDoc 6.5.2.224
RStudio,R-Studio
SAS 9.3,
SAS 9.4,
Sassafras K2 Client,K2 Client
SimUText,SimUText 2018-2019
SimUText 2016-2017,SimUText 2018-2019
SimUText 2018-2019,SimUText 2018-2019
SketchUp 2014,SketchUp 2017
SketchUp 2015,SketchUp 2017
SketchUp 2016,SketchUp 2017
SketchUp 2017,SketchUp 2017
SketchUp 8,SketchUp 2017
Skype version 8.19,Skype
Skype version 8.22,Skype
Skype version 8.25,Skype
Skype version 8.27,Skype
Skype version 8.29,Skype
Skype version 8.30,Skype
Skype version 8.32,Skype
Skype version 8.33,Skype
Skype version 8.34,Skype
Skype version 8.36,Skype
Skype version 8.37,Skype
Skype version 8.38,Skype
Skype version 8.39,Skype
Skype version 8.40,Skype
Skype™ 6.11,Skype
Skype™ 6.14,Skype
Skype™ 6.18,Skype
Skype™ 6.20,Skype
Skype™ 6.3,Skype
Skype™ 6.7,Skype
Skype™ 7.0,Skype
Skype™ 7.1,Skype
Skype™ 7.12,Skype
Skype™ 7.13,Skype
Skype™ 7.14,Skype
Skype™ 7.16,Skype
Skype™ 7.18,Skype
Skype™ 7.21,Skype
Skype™ 7.22,Skype
Skype™ 7.25,Skype
Skype™ 7.26,Skype
Skype™ 7.27,Skype
Skype™ 7.28,Skype
Skype™ 7.29,Skype
Skype™ 7.3,Skype
Skype™ 7.30,Skype
Skype™ 7.31,Skype
Skype™ 7.32,Skype
Skype™ 7.33,Skype
Skype™ 7.34,Skype
Skype™ 7.35,Skype
Skype™ 7.36,Skype
Skype™ 7.37,Skype
Skype™ 7.38,Skype
Skype™ 7.39,Skype
Skype™ 7.4,Skype
Skype™ 7.40,Skype
Skype™ 7.41,Skype
Skype™ 7.5,Skype
SolidWorks 2012 x64 Edition SP05,Solidworks
SolidWorks 2014 x64 Edition SP05,Solidworks
SOLIDWORKS 2015 x64 Edition SP02.1,Solidworks
SOLIDWORKS 2015 x64 Edition SP04,Solidworks
SOLIDWORKS 2015 x64 Edition SP05,Solidworks
Solidworks 2016,Solidworks
SOLIDWORKS 2016 x64 Edition SP04,Solidworks
SOLIDWORKS 2017 SP02,Solidworks
SOLIDWORKS 2017 SP03,Solidworks
SOLIDWORKS 2018 SP02,Solidworks
SOLIDWORKS 2018 SP03,Solidworks
SOLIDWORKS 2018 SP04,Solidworks
SOLIDWORKS 2018 SP05,Solidworks
SpectraSuite,SpectraSuite
SPSS 13.0 for Windows,IBM SPSS Statistics 25
SQL Server 2008 R2 SP1 Management Studio,Microsoft SQL Mangement Studio
SQL Server 2008 R2 SP2 Management Studio,Microsoft SQL Mangement Studio
SQL Server 2012 Management Studio,Microsoft SQL Mangement Studio
SQL Server 2014 Management Studio,Microsoft SQL Mangement Studio
SQL Server 2016 Management Studio,Microsoft SQL Mangement Studio
SQL Server 2016 RC3 Management Studio,Microsoft SQL Mangement Studio
SQL Server Management Studio,Microsoft SQL Mangement Studio
Starry Night Pro Plus,Starry Night Pro Plus
Starry Night Pro Plus 6,Starry Night Pro Plus
Starry Night Pro Plus 7,Starry Night Pro Plus
Stats,Stats
Surfer,Surfer
Surfer 10 (32-bit),Surfer
Surfer 10 (64-bit),Surfer
Surfer 13,Surfer
SWI-Prolog (remove only),SWI Prolog
Teams Machine-Wide Installer,Teams Machine-Wide Installer
Techlog 2017.1 (r210977),Techlog 2017.2 (r234070)
Techlog 2017.2 (r234070),Techlog 2017.2 (r234070)
Tessaral,Tessaral
Tesseral Pro,Tessaral
Toad Data Point 3.7,Toad Data Point
Toad Data Point 3.8,Toad Data Point
Toad Data Point 4.1 (32-bit),Toad Data Point
Toad Data Point 4.1 (64-bit),Toad Data Point
Toad Data Point 4.2 (32-bit),Toad Data Point
Toad Data Point 4.2 (64-bit),Toad Data Point
Toad Data Point 4.3 (32-bit),Toad Data Point
TortoiseGit 1.8.15.0 (64 bit),TortoiseGit 2.8.0.0 (64 bit)
TortoiseGit 1.8.9.0 (64 bit),TortoiseGit 2.8.0.0 (64 bit)
TortoiseGit 2.6.0.0 (64 bit),TortoiseGit 2.8.0.0 (64 bit)
TortoiseGit 2.7.0.0 (64 bit),TortoiseGit 2.8.0.0 (64 bit)
TortoiseGit 2.8.0.0 (64 bit),TortoiseGit 2.8.0.0 (64 bit)
TortoiseHg 3.4.1 (x86),TortoiseHg 4.9.0 (x64)
TortoiseSVN 1.11.1.28492 (64 bit),TortoiseSVN 1.11.1.28492 (64 bit)
TortoiseSVN 1.7.4.22459 (64 bit),TortoiseSVN 1.11.1.28492 (64 bit)
TortoiseSVN 1.9.2.26806 (64 bit),TortoiseSVN 1.11.1.28492 (64 bit)
TortoiseSVN 1.9.6.27867 (64 bit),TortoiseSVN 1.11.1.28492 (64 bit)
TortoiseSVN 1.9.7.27907 (64 bit),TortoiseSVN 1.11.1.28492 (64 bit)
UA Adobe Dreamweaver cs6,Adobe Dreamweaver
UA Adobe DW 12.0.2 x64,Adobe Dreamweaver
UA Adobe Fireworks CS6 x64,Adobe Fireworks
UA Adobe Flash Pro CS6 x64,Adobe Flash Pro
UA Adobe Illistrator CS6 x64,Adobe Illustrator
UA Adobe Photoshop CS6 x64,Adobe Photoshop
UA Adobe Premiere Pro,Adobe Premiere Pro
Unity,Unity 3D
Unity Web Player (x64) (All users),Unity 3D
VirtualBox,Virtual Box
VISSIM,VISSIM
VisSim v8.0- Academic,VISSIM
VISTA 2017 Desktop seismic data processing,Vista
Visual Studio Community 2017,Visual Studio Community 2017 Web
VLC media player,VLC
VLC media player 1.1.11,VLC
VLC media player 2.0.0,VLC
VLC media player 2.0.1,VLC
VLC media player 2.0.2,VLC
VLC media player 2.0.3,VLC
VLC media player 2.0.5,VLC
VLC media player 2.0.7,VLC
VLC media player 2.1.1,VLC
VLC media player 2.1.2,VLC
VLC media player 2.1.3,VLC
Voxler,Voxler
Voxler 2 (64-bit),Voxler
VUE 3.2.2,VUE
VUE 3.3.0,VUE
VUE version 3.3.1,VUE
Wacom,Wacom Drivers
Wacom Drivers,Wacom Drivers
Wacom Tablet,Wacom Drivers
win32forth,win32forth
WinSCP 4.3.2,WinSCP
WinSCP 4.3.8,WinSCP
WinSCP 4.3.9,WinSCP
WinSCP 5.11.3,WinSCP
WinSCP 5.13.2,WinSCP
WinSCP 5.13.3,WinSCP
WinSCP 5.13.4,WinSCP
WinSCP 5.13.7,WinSCP
WinSCP 5.5.6,WinSCP
WinSCP 5.7.5,WinSCP
WinSCP 5.7.7,WinSCP
WinSCP 5.8.1 beta,WinSCP
WinSCP 5.9,WinSCP
WinSCP 5.9.1,WinSCP
WinSCP 5.9.3,WinSCP
WinSCP 5.9.6,WinSCP
Wireshark,Wireshark
Wireshark 1.12.8 (64-bit),Wireshark
Wireshark 1.4.6,Wireshark
Wireshark 2.0.1 (64-bit),Wireshark
Wireshark 2.0.4 (64-bit),Wireshark
Wireshark 2.0.5 (64-bit),Wireshark
Wireshark 2.2.1 (64-bit),Wireshark
Wireshark 2.2.4 (64-bit),Wireshark
Wireshark 2.4.1 64-bit,Wireshark
Wireshark 2.4.6 64-bit,Wireshark
Wireshark 2.6.0 64-bit,Wireshark
Wireshark 2.6.1 64-bit,Wireshark
Wireshark 2.6.2 64-bit,Wireshark
Wireshark 2.6.3 64-bit,Wireshark
Wireshark 2.6.4 64-bit,Wireshark
Wireshark 2.6.5 64-bit,Wireshark
Wireshark 2.6.6 64-bit,Wireshark
WolfPack,Wolfpack_Setup
Wolfpack_Setup,Wolfpack_Setup
Wolfram CDF Player (M-WIN-D 10.3.1 5452218),Wolfram CDF Player
Wolfram CDF Player (M-WIN-D 10.4.1 5521357),Wolfram CDF Player
Wolfram CDF Player 11.2 (M-WIN-D 11.2.0 5833975),Wolfram CDF Player
Wolfram CDF Player 11.3 (M-WIN-D 11.3.0 5948685),Wolfram CDF Player
Wolfram Mathematica 10 (M-WIN-L 10.0.2 5206639),Wolfram Mathematica
Wolfram Mathematica 10.3 (M-WIN-L 10.3.1 5448563),Wolfram Mathematica
Wolfram Mathematica 11 (M-WIN-L 11.0.1 5597744),Wolfram Mathematica
Wolfram Mathematica 11.1.1 (M-WIN-L 11.1.1 5716995),Wolfram Mathematica
Wolfram Mathematica 11.2 (M-WIN-L 11.2.0 5822651),Wolfram Mathematica
Wolfram Mathematica 11.3 (M-WIN-L 11.3.0 5944644),Wolfram Mathematica
Wolfram Mathematica 8 (M-WIN-L 8.0.4 2615665),Wolfram Mathematica
Wolfram Mathematica 9 (M-WIN-L 9.0.0 3868239),Wolfram Mathematica
Wolfram Mathematica 9 (M-WIN-L 9.0.1 4055652),Wolfram Mathematica
WolfVision vSolution Link 2.10,Wolfvision
WolfVision vSolution Link 2.11,Wolfvision
WolfVision vSolution Link 2.7.1,Wolfvision
WolfVision vSolution Link 2.9.1,Wolfvision
Workflows,Workflows
WorkFlows 3.3.1J,Workflows
Working Model 2D,Working Model 2D
Works 6-9 Converter,Works 6-9 Converter
Xilinx Design Tools  ISE WebPACK 14.7 (C:\Xilinx\14.7\ISE_DS),Xilinx
Xilinx Design Tools Vivado HL WebPACK 2018.3 (C:\Xilinx),Xilinx
Xshell 5,XShell
Xshell 6,Xshell
Z+FLaserControl 8.9.1.21205 for using with Z+F Scanners,ZF Laser Control
Z+FLaserControl 8.9.2.22191 for using with Z+F Scanners,ZF Laser Control
